Unnamed: 0,ID,Sentiment,Word_total,Score,Title,Date,Body,Term,Session,Meeting,Sitting,Agenda,Subcorpus,Speaker_role,Speaker_MP,Speaker_Minister,Speaker_party,Speaker_party_name,Party_status,Speaker_name,Speaker_gender,Speaker_birth,Topic_title,Question,Debate,YearMonth,Government,Bloc
105,ParlaMint-DK_20141024121604,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
106,ParlaMint-DK_20141024121606,1.2853414591941257,99.0,0.012983247062566925,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,notMP,Minister,RV,Radikale Venstre,Coalition,"Lidegaard, Martin",M,1966,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
107,ParlaMint-DK_20141024121641,0.0,11.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
108,ParlaMint-DK_20141024121646,1.2324006533845995,148.0,0.008327031441787834,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,IA,Inuit Ataqatigiit,,"Olsen, Johan Lund",M,1958,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,
109,ParlaMint-DK_20141024121755,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
110,ParlaMint-DK_20141024121757,7.182053904973979,214.0,0.03356099955595317,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,notMP,Minister,RV,Radikale Venstre,Coalition,"Lidegaard, Martin",M,1966,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
111,ParlaMint-DK_20141024121911,0.0,9.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
112,ParlaMint-DK_20141024121918,6.054608584494233,159.0,0.03807929927354863,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,KF,Det Konservative Folkeparti,Opposition,"Barfoed, Lars",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Right
113,ParlaMint-DK_20141024122016,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
114,ParlaMint-DK_20141024122017,5.68186347678904,111.0,0.05118795925035171,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,notMP,Minister,RV,Radikale Venstre,Coalition,"Lidegaard, Martin",M,1966,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
115,ParlaMint-DK_20141024122055,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
116,ParlaMint-DK_20141024122057,0.6641558175077089,130.0,0.005108890903905454,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,KF,Det Konservative Folkeparti,Opposition,"Barfoed, Lars",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Right
117,ParlaMint-DK_20141024122135,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
118,ParlaMint-DK_20141024122136,1.7419721025975066,50.0,0.03483944205195013,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,notMP,Minister,RV,Radikale Venstre,Coalition,"Lidegaard, Martin",M,1966,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
119,ParlaMint-DK_20141024122153,0.0,9.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
120,ParlaMint-DK_20141024122156,11.843726608496508,264.0,0.0448626007897595,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,V,Venstre,Opposition,"Haarder, Bertel",M,1944,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Right
121,ParlaMint-DK_20141024122407,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
122,ParlaMint-DK_20141024122408,11.864892585305919,355.0,0.03342223263466456,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,notMP,Minister,RV,Radikale Venstre,Coalition,"Lidegaard, Martin",M,1966,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
123,ParlaMint-DK_20141024122555,0.0,2.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
124,ParlaMint-DK_20141024122557,5.358586691078164,105.0,0.051034158962649186,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,V,Venstre,Opposition,"Haarder, Bertel",M,1944,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Right
125,ParlaMint-DK_20141024122636,0.0,9.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
126,ParlaMint-DK_20141024122642,1.7870448240596102,60.0,0.029784080400993503,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,notMP,Minister,RV,Radikale Venstre,Coalition,"Lidegaard, Martin",M,1966,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
127,ParlaMint-DK_20141024122701,1.7586230755974888,12.0,0.1465519229664574,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
128,ParlaMint-DK_20141024122713,132.90004783210222,2267.0,0.05862375290344165,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
129,ParlaMint-DK_20141024124004,0.0,13.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
130,ParlaMint-DK_20141024124009,19.71588582482063,239.0,0.08249324612895662,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,EL,Enhedslisten,,"Sørensen, Finn",M,1946,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
131,ParlaMint-DK_20141024124146,0.0,3.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
132,ParlaMint-DK_20141024124147,10.350723384825935,337.0,0.03071431271461702,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
133,ParlaMint-DK_20141024124327,0.0,3.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
134,ParlaMint-DK_20141024124328,3.3279533827295387,217.0,0.015336190703822758,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,EL,Enhedslisten,,"Sørensen, Finn",M,1946,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
135,ParlaMint-DK_20141024124437,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
136,ParlaMint-DK_20141024124443,6.762566796878756,218.0,0.03102094860953558,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
137,ParlaMint-DK_20141024124539,0.0,9.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
138,ParlaMint-DK_20141024124542,14.149612861552951,242.0,0.05846947463451633,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,KF,Det Konservative Folkeparti,Opposition,"Barfoed, Lars",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Right
139,ParlaMint-DK_20141024124701,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
140,ParlaMint-DK_20141024124703,13.077205041287428,285.0,0.04588492996942957,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
141,ParlaMint-DK_20141024124829,0.0,9.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
142,ParlaMint-DK_20141024124833,5.528854895914908,136.0,0.04065334482290374,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,DF,Dansk Folkeparti,Opposition,"Dencker, Mikkel",M,1975,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Right
143,ParlaMint-DK_20141024124927,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
144,ParlaMint-DK_20141024124928,1.5722931679983985,203.0,0.007745286541864032,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
145,ParlaMint-DK_20141024125039,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
146,ParlaMint-DK_20141024125040,5.704295764043312,59.0,0.09668297905158156,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,DF,Dansk Folkeparti,Opposition,"Dencker, Mikkel",M,1975,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Right
147,ParlaMint-DK_20141024125103,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
148,ParlaMint-DK_20141024125104,5.305479108039647,131.0,0.04049984051938661,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
149,ParlaMint-DK_20141024125141,0.0,13.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
150,ParlaMint-DK_20141024125146,3.057266888931159,74.0,0.041314417417988636,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,SF,Socialistisk Folkeparti,,"Gade, Steen",M,1945,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
151,ParlaMint-DK_20141024125224,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
152,ParlaMint-DK_20141024125225,8.358978327338034,257.0,0.03252520749936978,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
153,ParlaMint-DK_20141024125331,0.0,3.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
154,ParlaMint-DK_20141024125333,7.650549178193682,230.0,0.03326325729649427,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,-,SF,Socialistisk Folkeparti,,"Gade, Steen",M,1945,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
155,ParlaMint-DK_20141024125441,0.0,1.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
156,ParlaMint-DK_20141024125442,-1.3123757504164995,196.0,-0.00669579464498214,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Regular,MP,Minister,S,Socialdemokratiet,Coalition,"Hansen, Carsten",M,1957,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left
157,ParlaMint-DK_20141024125531,0.0,10.0,0.0,"Hansard of the session of the Danish Parliament (Folketinget), 20141, M8 (2014-10-24), final version",2014-10-24,,,20141,8,,,Reference,Chairperson,MP,-,RV,Radikale Venstre,Coalition,"Loklindt, Lone",F,1960,Forhandling af R 2: Om det nordiske samarbejde 2013-2014.,False,False,2014-10,Thorning-Schmidt II,Left